valor,pais_origem,pais_destino,hora,historico,risco
30900,Alemanha,Brasil,12,bom,medio
245891,China,Nigéria,14,ruim,medio
194335,Alemanha,Brasil,14,medio,medio
5071,EUA,Alemanha,9,bom,medio
610627,Brasil,Brasil,22,ruim,medio
138627,Brasil,China,23,medio,medio
346926,China,Nigéria,5,ruim,medio
511573,Brasil,EUA,4,ruim,medio
333717,Alemanha,Alemanha,4,medio,medio
372039,EUA,Alemanha,1,medio,medio
4193,Alemanha,EUA,8,bom,medio
977,Nigéria,EUA,9,bom,baixo
14071,Alemanha,China,6,bom,medio
173743,Alemanha,Nigéria,5,medio,medio
92928,Alemanha,China,0,medio,medio
43345,Alemanha,Nigéria,7,ruim,medio
16602,China,Brasil,3,medio,medio
200475,Nigéria,Brasil,5,ruim,medio
336053,Alemanha,EUA,13,medio,medio
9912,Brasil,Brasil,9,bom,medio
70243,China,China,1,medio,medio
13819,Brasil,EUA,20,bom,medio
66802,China,Alemanha,11,ruim,medio
233025,EUA,EUA,13,medio,medio
9917,Brasil,Nigéria,8,medio,medio
766,Alemanha,Nigéria,22,bom,baixo
35190,Nigéria,Alemanha,3,bom,medio
16899,Alemanha,Brasil,9,ruim,medio
21460,China,EUA,17,bom,medio
36343,Alemanha,Alemanha,9,medio,medio
369779,Brasil,Nigéria,17,ruim,medio
1621,Nigéria,Nigéria,7,bom,baixo
98950,Nigéria,Nigéria,19,ruim,medio
215405,Alemanha,China,15,medio,medio
86934,Alemanha,Brasil,1,ruim,medio
246995,Nigéria,EUA,14,ruim,medio
483773,China,China,8,medio,medio
145316,Alemanha,EUA,21,ruim,medio
118617,Nigéria,Brasil,21,medio,medio
1629,China,Brasil,0,bom,baixo
258927,Nigéria,Alemanha,15,medio,medio
197635,EUA,Nigéria,0,medio,medio
90108,EUA,China,15,medio,medio
953615,Alemanha,Alemanha,18,medio,alto
175274,Brasil,Brasil,16,medio,medio
2659,China,Nigéria,23,bom,baixo
403463,Brasil,Alemanha,13,medio,medio
233595,Alemanha,Nigéria,14,medio,medio
51589,EUA,China,17,medio,medio
55345,China,Alemanha,1,medio,medio
1474,China,Brasil,3,bom,baixo
7215,China,Brasil,8,bom,medio
359856,China,China,22,medio,medio
154597,Nigéria,EUA,8,medio,medio
8949,China,EUA,22,bom,medio
126149,EUA,Brasil,2,medio,medio
25297,China,Brasil,21,ruim,medio
2406,Nigéria,Brasil,18,bom,baixo
91715,Nigéria,EUA,11,medio,medio
173232,Alemanha,Brasil,4,medio,medio
1361323,Nigéria,China,8,medio,medio
153254,China,Alemanha,1,ruim,medio
10258,EUA,EUA,9,bom,medio
129661,Alemanha,China,3,medio,medio
39921,Alemanha,Nigéria,22,bom,medio
147079,China,Nigéria,7,ruim,medio
66366,China,Brasil,11,medio,medio
182268,Nigéria,Alemanha,20,medio,medio
10705,Nigéria,Alemanha,18,bom,medio
5368,Nigéria,Brasil,19,bom,medio
421230,EUA,EUA,15,ruim,medio
175262,China,Nigéria,22,ruim,medio
1217417,Brasil,Alemanha,2,medio,medio
303336,EUA,China,14,medio,medio
24199,EUA,Alemanha,1,bom,medio
117098,EUA,China,6,medio,medio
191774,Nigéria,China,15,ruim,medio
13713,Nigéria,Alemanha,17,bom,medio
29579,Alemanha,Brasil,22,bom,medio
43479,China,China,2,bom,medio
292217,EUA,Brasil,16,ruim,medio
244265,Alemanha,Nigéria,1,medio,medio
5146,Brasil,Brasil,14,bom,medio
553127,China,EUA,19,medio,medio
3154,Nigéria,Alemanha,6,bom,baixo
15194,Brasil,Brasil,5,bom,medio
3547,China,Brasil,22,ruim,baixo
54983,Alemanha,Nigéria,16,medio,medio
540936,China,Brasil,18,medio,medio
11863,EUA,Alemanha,21,bom,medio
243611,Alemanha,Nigéria,16,medio,medio
2046,EUA,Brasil,8,bom,baixo
157947,Alemanha,Alemanha,9,ruim,medio
274767,Alemanha,EUA,19,ruim,medio
13109,China,Brasil,8,bom,medio
70578,Brasil,Brasil,21,medio,medio
717392,EUA,Alemanha,22,medio,medio
266455,Brasil,Nigéria,22,medio,medio
218640,China,EUA,22,medio,medio
260856,Alemanha,Alemanha,19,ruim,medio
2756,Nigéria,Nigéria,22,ruim,baixo
150927,Brasil,Brasil,16,ruim,medio
138758,Alemanha,Alemanha,17,ruim,medio
42731,EUA,China,4,bom,medio
228270,China,EUA,20,medio,medio
329901,China,EUA,21,ruim,medio
35015,China,China,6,bom,medio
11256,China,China,19,bom,medio
261740,Nigéria,Nigéria,18,medio,medio
41595,Alemanha,Brasil,13,medio,medio
188583,Alemanha,China,11,medio,medio
345047,China,China,8,medio,medio
75562,Brasil,EUA,22,medio,medio
620447,Nigéria,China,11,medio,medio
133990,Nigéria,Brasil,1,medio,medio
51686,Nigéria,Brasil,23,ruim,medio
106558,Brasil,Brasil,12,medio,medio
128593,Nigéria,Brasil,2,medio,medio
128303,Brasil,Alemanha,12,ruim,medio
9549,Brasil,China,7,bom,medio
138971,China,EUA,10,ruim,medio
12774,Alemanha,China,12,bom,medio
94961,EUA,Nigéria,21,medio,medio
244289,Nigéria,EUA,7,ruim,medio
151121,China,Alemanha,18,medio,medio
21509,Brasil,Brasil,10,bom,medio
101879,Brasil,Brasil,8,medio,medio
142,EUA,Nigéria,13,bom,baixo
296399,Brasil,China,2,medio,medio
1174,China,Alemanha,13,bom,baixo
19321,Nigéria,Brasil,17,bom,medio
247235,China,Brasil,18,ruim,medio
165024,EUA,EUA,21,medio,medio
17351,Alemanha,Nigéria,4,bom,medio
71159,China,EUA,15,medio,medio
73377,Alemanha,Brasil,1,medio,medio
45685,EUA,Alemanha,20,medio,medio
4227,Brasil,EUA,18,bom,medio
13714,China,Brasil,9,bom,medio
321384,China,Alemanha,9,medio,medio
303582,EUA,China,5,medio,medio
231,Brasil,China,17,bom,baixo
480387,EUA,Brasil,12,medio,medio
2065,Brasil,Alemanha,17,bom,baixo
11841,EUA,Brasil,10,bom,medio
45993,EUA,Alemanha,21,medio,medio
120611,EUA,Nigéria,2,ruim,medio
375593,EUA,China,3,medio,medio
19616,Alemanha,Nigéria,1,ruim,medio
12730,Brasil,Alemanha,22,bom,medio
161832,Alemanha,Brasil,20,medio,medio
106767,Nigéria,China,1,medio,medio
63485,Brasil,Brasil,19,medio,medio
28160,Nigéria,EUA,15,bom,medio
28887,EUA,Nigéria,8,bom,medio
146046,EUA,Alemanha,5,medio,medio
417492,China,EUA,12,medio,medio
5743,Alemanha,EUA,6,bom,medio
222890,EUA,Alemanha,8,medio,medio
614667,China,Nigéria,4,medio,medio
9784,Nigéria,Nigéria,2,medio,medio
41485,Brasil,Nigéria,20,ruim,medio
23483,EUA,Alemanha,15,bom,medio
2867,Brasil,Brasil,13,bom,baixo
297465,Nigéria,China,12,medio,medio
213887,China,Nigéria,19,ruim,medio
9577,China,Nigéria,13,bom,medio
4631,China,EUA,18,bom,medio
13708,Brasil,Nigéria,0,bom,medio
120149,Nigéria,Brasil,7,ruim,medio
43292,Brasil,Alemanha,4,ruim,medio
10933,China,Brasil,18,bom,medio
10492,China,Brasil,22,bom,medio
173545,China,Nigéria,18,medio,medio
1057,Alemanha,Brasil,4,bom,baixo
9530,Nigéria,Alemanha,9,bom,medio
243,China,Alemanha,21,bom,baixo
8262,EUA,Nigéria,10,bom,medio
267466,Brasil,China,8,medio,medio
82351,EUA,Nigéria,2,medio,medio
9009,Brasil,EUA,2,bom,medio
15349,EUA,China,23,bom,medio
221731,Alemanha,China,16,ruim,medio
5036,China,Brasil,4,bom,medio
147479,Alemanha,Alemanha,4,medio,medio
48731,China,Brasil,1,ruim,medio
536,Alemanha,Alemanha,1,bom,baixo
234160,Alemanha,Alemanha,17,medio,medio
63169,Brasil,Alemanha,14,medio,medio
7058,China,Nigéria,12,bom,medio
102842,Alemanha,China,7,ruim,medio
33277,EUA,EUA,0,ruim,medio
230324,Alemanha,Brasil,19,medio,medio
18440,Alemanha,China,2,ruim,medio
6931,Brasil,Brasil,12,bom,medio
13671,Nigéria,EUA,21,bom,medio
28420,EUA,Nigéria,14,medio,medio
583576,China,China,2,medio,medio
211046,Alemanha,Brasil,22,ruim,medio
311867,China,Brasil,6,ruim,medio
56641,Alemanha,China,13,medio,medio
15583,Brasil,EUA,18,medio,medio
8876,Alemanha,Alemanha,7,bom,medio
179821,Brasil,Alemanha,2,medio,medio
10690,EUA,China,1,bom,medio
211511,EUA,EUA,8,medio,medio
157017,EUA,China,14,ruim,medio
57660,Alemanha,China,16,ruim,medio
7960,Brasil,Alemanha,10,bom,medio
7651,EUA,China,23,medio,medio
19997,EUA,China,15,bom,medio
39151,China,Brasil,17,bom,medio
116427,Brasil,Nigéria,7,ruim,medio
3943,Alemanha,China,11,bom,baixo
138297,EUA,Alemanha,11,ruim,medio
1880,Alemanha,Alemanha,13,bom,baixo
115768,China,Brasil,21,medio,medio
61397,Nigéria,Alemanha,3,ruim,medio
207843,Nigéria,Alemanha,14,medio,medio
28781,EUA,EUA,12,ruim,medio
14368,Brasil,China,6,medio,medio
358051,Brasil,Alemanha,22,ruim,medio
3002,Alemanha,China,11,bom,baixo
3927,EUA,Brasil,0,bom,baixo
17806,Alemanha,Nigéria,11,bom,medio
517483,EUA,EUA,16,medio,medio
157792,Alemanha,EUA,11,ruim,medio
10119,EUA,Alemanha,21,medio,medio
201461,Nigéria,China,4,medio,medio
66631,China,Brasil,19,medio,medio
675,Nigéria,Alemanha,12,bom,baixo
17272,EUA,Alemanha,8,bom,medio
236571,Nigéria,EUA,14,medio,medio
47708,Alemanha,Brasil,0,ruim,medio
18870,Nigéria,Brasil,1,bom,medio
187040,Alemanha,Nigéria,12,ruim,medio
4059,Nigéria,China,1,bom,medio
425,EUA,EUA,19,bom,baixo
103856,EUA,China,22,medio,medio
36949,Alemanha,EUA,4,bom,medio
69895,EUA,EUA,6,medio,medio
127264,Brasil,Alemanha,16,ruim,medio
172196,Brasil,Alemanha,21,medio,medio
3621,Alemanha,Brasil,22,bom,baixo
322604,Nigéria,EUA,8,ruim,medio
45809,EUA,Alemanha,9,bom,medio
75373,China,Brasil,16,medio,medio
46461,EUA,China,22,medio,medio
33305,EUA,Nigéria,11,medio,medio
12520,EUA,Brasil,1,bom,medio
4626,Brasil,Nigéria,9,bom,medio
152401,China,China,14,medio,medio
137877,Brasil,Brasil,2,medio,medio
105173,EUA,EUA,0,medio,medio
6115,Nigéria,EUA,21,ruim,medio
110206,China,China,17,medio,medio
27270,Nigéria,China,3,ruim,medio
1789379,EUA,EUA,20,medio,medio
252319,Alemanha,Alemanha,10,medio,medio
12603,Alemanha,EUA,2,bom,medio
121871,Brasil,Nigéria,21,medio,medio
2251,China,Alemanha,20,bom,baixo
21031,Nigéria,Brasil,0,medio,medio
17549,Alemanha,Alemanha,15,bom,medio
4436,Nigéria,Brasil,10,bom,medio
448508,Nigéria,Brasil,1,medio,medio
199875,Brasil,Nigéria,18,medio,medio
46315,Brasil,EUA,14,bom,medio
269,Alemanha,Brasil,14,bom,baixo
57444,Brasil,Brasil,22,ruim,medio
19838,Brasil,EUA,12,bom,medio
29531,China,China,6,ruim,medio
47256,China,China,6,bom,medio
169776,Alemanha,Brasil,23,medio,medio
31093,EUA,Alemanha,19,medio,medio
5932,China,EUA,21,bom,medio
223434,Nigéria,Alemanha,5,ruim,medio
14805,Alemanha,Nigéria,19,bom,medio
120476,China,Alemanha,4,medio,medio
1713713,EUA,China,9,medio,medio
17161,Alemanha,Alemanha,10,bom,medio
9111,EUA,Brasil,1,bom,medio
168150,Brasil,EUA,16,medio,medio
4618,Alemanha,China,23,bom,medio
71271,Nigéria,Nigéria,16,medio,medio
324164,Alemanha,EUA,0,medio,medio
316054,Nigéria,Brasil,23,medio,medio
7540,Alemanha,China,22,ruim,medio
14899,China,Alemanha,4,bom,medio
96456,Brasil,China,12,medio,medio
27041,China,EUA,13,bom,medio
269176,Alemanha,Nigéria,0,ruim,medio
4467,EUA,China,3,medio,medio
25901,China,EUA,5,medio,medio
1324602,Alemanha,Nigéria,12,medio,medio
322626,China,EUA,17,ruim,medio
14594,Nigéria,Brasil,22,bom,medio
359324,EUA,Brasil,4,ruim,medio
229224,Alemanha,Brasil,22,medio,medio
416962,EUA,Nigéria,2,medio,medio
112371,Alemanha,Nigéria,5,medio,medio
134998,Nigéria,EUA,1,medio,medio
3246,Brasil,Alemanha,9,bom,baixo
10006,Nigéria,Alemanha,5,bom,medio
129011,Nigéria,EUA,1,medio,medio
692230,EUA,China,16,medio,medio
116012,EUA,China,16,medio,medio
240762,China,Alemanha,6,medio,medio
16513,Brasil,EUA,21,bom,medio
27150,Brasil,China,19,ruim,medio
251673,EUA,Alemanha,11,ruim,medio
103499,Brasil,Brasil,11,ruim,medio
285570,China,China,16,medio,medio
5952,Alemanha,Brasil,10,bom,medio
9097,Nigéria,Nigéria,13,bom,medio
11597,Alemanha,Brasil,7,bom,medio
178412,China,EUA,0,medio,medio
65458,China,Brasil,6,ruim,medio
249536,EUA,EUA,13,ruim,medio
185603,China,EUA,1,medio,medio
8909,EUA,China,15,medio,medio
7869,EUA,Nigéria,12,bom,medio
110375,EUA,Nigéria,5,medio,medio
1222,China,China,17,bom,baixo
177018,Nigéria,Alemanha,22,ruim,medio
83058,Alemanha,China,21,medio,medio
45830,EUA,Brasil,3,ruim,medio
13140,Brasil,Alemanha,20,bom,medio
415632,EUA,EUA,20,ruim,medio
5745,Alemanha,Brasil,4,bom,medio
382455,Alemanha,Nigéria,6,medio,medio
281693,Brasil,China,19,medio,medio
532162,EUA,Alemanha,17,medio,medio
120926,Brasil,Alemanha,3,ruim,medio
2587,EUA,Brasil,14,ruim,baixo
230182,EUA,Alemanha,9,medio,medio
340436,China,China,4,ruim,medio
8662,Brasil,Brasil,2,bom,medio
788911,EUA,Brasil,17,medio,medio
287272,EUA,EUA,8,medio,medio
272437,Brasil,China,15,medio,medio
167763,Brasil,Brasil,12,medio,medio
35299,Brasil,Alemanha,3,bom,medio
2283,Nigéria,Nigéria,1,bom,baixo
73908,Alemanha,China,21,medio,medio
210817,Alemanha,Brasil,9,ruim,medio
49154,China,Nigéria,3,medio,medio
185124,Nigéria,Brasil,15,medio,medio
24989,China,Brasil,2,bom,medio
21778,Nigéria,Nigéria,1,bom,medio
13337,Nigéria,China,1,ruim,medio
1107283,China,China,14,medio,medio
10157,Alemanha,EUA,21,bom,medio
7478,Nigéria,China,7,bom,medio
400519,Alemanha,EUA,15,medio,medio
110462,Nigéria,Nigéria,3,medio,medio
232416,Brasil,China,23,medio,medio
30724,Alemanha,Nigéria,3,bom,medio
6652,Brasil,EUA,18,ruim,medio
6238,Nigéria,Nigéria,10,bom,medio
12773,Alemanha,China,11,bom,medio
284238,EUA,Alemanha,12,ruim,medio
77776,Alemanha,Nigéria,9,medio,medio
19105,China,Nigéria,10,bom,medio
8803,EUA,Brasil,3,bom,medio
6611,China,Alemanha,3,bom,medio
2715,Alemanha,EUA,3,ruim,baixo
120508,Brasil,Nigéria,18,medio,medio
15550,EUA,China,1,bom,medio
202774,EUA,China,13,ruim,medio
144033,EUA,Nigéria,20,ruim,medio
13971,China,Alemanha,20,medio,medio
124503,EUA,EUA,16,ruim,medio
22266,China,Alemanha,9,bom,medio
74023,China,Brasil,8,medio,medio
142847,Nigéria,Alemanha,5,ruim,medio
426571,China,Nigéria,1,medio,medio
26099,Brasil,China,22,bom,medio
8915,EUA,Brasil,22,bom,medio
477848,Brasil,EUA,23,medio,medio
47011,Alemanha,China,22,medio,medio
494967,EUA,Alemanha,21,medio,medio
12926,China,Brasil,6,bom,medio
8334,Brasil,Nigéria,11,medio,medio
125187,EUA,Brasil,3,medio,medio
5978,China,China,13,bom,medio
6898,Alemanha,China,19,bom,medio
273357,Alemanha,EUA,19,medio,medio
10937,China,China,2,bom,medio
28144,EUA,EUA,0,bom,medio
283947,Brasil,Brasil,1,ruim,medio
13553,EUA,Nigéria,9,bom,medio
120762,Nigéria,Brasil,11,ruim,medio
297315,China,EUA,15,medio,medio
756,Brasil,China,4,bom,baixo
136099,Nigéria,EUA,18,ruim,medio
9698,Brasil,EUA,19,bom,medio
84360,EUA,China,12,medio,medio
66539,China,Brasil,16,bom,medio
528376,Brasil,Brasil,9,medio,medio
995,Nigéria,Brasil,7,bom,baixo
68222,Nigéria,EUA,23,medio,medio
285810,Brasil,Brasil,4,medio,medio
201199,Brasil,EUA,19,medio,medio
35409,Alemanha,Alemanha,3,medio,medio
3831,Brasil,Nigéria,23,medio,baixo
6875615,Nigéria,China,18,medio,medio
317221,Alemanha,Brasil,6,medio,medio
54414,Nigéria,EUA,22,medio,medio
9308,Nigéria,Brasil,21,bom,medio
76676,China,Brasil,14,ruim,medio
1618,Alemanha,Nigéria,19,bom,baixo
313759,Nigéria,EUA,8,ruim,medio
415582,Nigéria,Nigéria,0,medio,medio
10640,Alemanha,Alemanha,14,bom,medio
9944,Nigéria,Alemanha,19,bom,medio
15822,Nigéria,China,15,bom,medio
12021,Brasil,China,0,bom,medio
185063,Nigéria,Brasil,1,ruim,medio
6123,Nigéria,EUA,18,bom,medio
6541,EUA,Alemanha,22,bom,medio
136957,Alemanha,EUA,9,ruim,medio
41276,Nigéria,Brasil,7,medio,medio
4055,Alemanha,Alemanha,10,bom,medio
54667,EUA,Alemanha,3,medio,medio
1647,EUA,Alemanha,3,bom,baixo
208045,Alemanha,Nigéria,11,medio,medio
13867,Brasil,EUA,9,bom,medio
85950,Brasil,EUA,22,medio,medio
51010,China,Brasil,18,ruim,medio
116800,Brasil,EUA,23,medio,medio
20740,Nigéria,Nigéria,5,bom,medio
152506,Alemanha,Brasil,9,medio,medio
88,EUA,Nigéria,21,bom,baixo
14784,Brasil,Alemanha,21,bom,medio
210784,Alemanha,Nigéria,8,ruim,medio
127020,Alemanha,Brasil,22,ruim,medio
156727,EUA,Brasil,3,ruim,medio
176917,China,Alemanha,6,medio,medio
13987,Nigéria,EUA,22,bom,medio
42172,Alemanha,EUA,5,medio,medio
6049,EUA,China,13,medio,medio
207484,Nigéria,EUA,22,medio,medio
192932,China,China,14,medio,medio
67697,Brasil,Alemanha,19,medio,medio
93393,Brasil,Alemanha,11,medio,medio
334910,Nigéria,Brasil,12,ruim,medio
46039,Nigéria,EUA,11,bom,medio
65815,EUA,Nigéria,4,medio,medio
148801,China,Brasil,14,ruim,medio
74263,China,Brasil,17,ruim,medio
264127,EUA,Nigéria,6,medio,medio
140608,Alemanha,Alemanha,9,medio,medio
8471,Nigéria,EUA,0,bom,medio
48623,Nigéria,Nigéria,23,medio,medio
11799,China,China,7,bom,medio
609655,Nigéria,EUA,18,medio,medio
3122,EUA,Brasil,10,bom,baixo
11141,China,Alemanha,9,medio,medio
315393,Brasil,Nigéria,4,ruim,medio
15357,EUA,Nigéria,1,bom,medio
78113,Alemanha,Nigéria,21,ruim,medio
363013,Alemanha,Brasil,23,ruim,medio
90940,EUA,EUA,0,ruim,medio
597849,Brasil,EUA,0,medio,medio
131583,Alemanha,Nigéria,17,medio,medio
4472,China,Brasil,4,bom,medio
179064,EUA,Brasil,7,medio,medio
6063,Alemanha,Brasil,11,medio,medio
434732,China,China,13,medio,medio
214978,China,Brasil,20,medio,medio
660574,EUA,EUA,9,medio,medio
197539,Brasil,Alemanha,14,ruim,medio
7986,EUA,Brasil,4,bom,medio
41476,Alemanha,Alemanha,21,medio,medio
144567,Brasil,Nigéria,4,medio,medio
39080,Nigéria,Alemanha,9,bom,medio
541498,Alemanha,Brasil,13,ruim,medio
10059,Alemanha,EUA,3,bom,medio
9257,Brasil,Nigéria,10,bom,medio
49907,Alemanha,Brasil,10,medio,medio
338603,Alemanha,China,12,medio,medio
49569,Nigéria,Brasil,22,bom,medio
254600,Alemanha,Nigéria,14,ruim,medio
243487,China,China,21,medio,medio
481843,EUA,Brasil,11,ruim,medio
14578,Nigéria,EUA,9,bom,medio
10001912,Alemanha,Nigéria,12,medio,medio
122773,Nigéria,Alemanha,4,ruim,medio
32021,Brasil,Alemanha,23,ruim,medio
9587,Brasil,China,13,bom,medio
5769,Alemanha,Alemanha,11,ruim,medio
93949,EUA,Brasil,14,medio,medio
144863,Nigéria,Alemanha,1,ruim,medio
115244,Alemanha,Nigéria,4,medio,medio
1355,Brasil,EUA,14,bom,baixo
256803,China,Brasil,17,medio,medio
378428,China,Nigéria,12,medio,medio
8350,EUA,Brasil,2,bom,medio
20644,Brasil,Brasil,6,bom,medio
1835,Brasil,Brasil,6,bom,baixo
204528,EUA,China,16,ruim,medio
17364,Nigéria,Alemanha,9,bom,medio
465262,Alemanha,Alemanha,20,medio,medio
30949,Brasil,Alemanha,1,medio,medio
113917,EUA,EUA,1,medio,medio
82560,Brasil,China,11,medio,medio
577,Nigéria,China,23,bom,baixo
18312,China,EUA,19,ruim,medio
231596,Nigéria,Alemanha,14,medio,medio
304265,Alemanha,Nigéria,7,medio,medio
1579,Nigéria,Alemanha,23,bom,baixo
49210,Nigéria,Nigéria,6,ruim,medio
122029,Brasil,China,0,medio,medio
158370,Brasil,Alemanha,21,ruim,medio
28366,China,Nigéria,15,bom,medio
137465,Alemanha,China,9,medio,medio
222755,EUA,Brasil,14,ruim,medio
222857,EUA,Alemanha,20,medio,medio
18359,Brasil,Nigéria,6,bom,medio
4697260,China,Brasil,23,medio,medio
2261,EUA,Brasil,5,bom,baixo
12393,China,EUA,2,bom,medio
7210,Brasil,EUA,1,bom,medio
13202,Brasil,Brasil,23,bom,medio
16543,Nigéria,Nigéria,17,bom,medio
339717,Alemanha,China,9,medio,medio
34909,Alemanha,Brasil,15,medio,medio
112476,Alemanha,EUA,19,medio,medio
126215,Alemanha,EUA,22,medio,medio
292263,Alemanha,Alemanha,18,medio,medio
27287,China,Alemanha,23,bom,medio
520555,Nigéria,Alemanha,9,medio,medio
26448,Nigéria,Alemanha,11,medio,medio
39568,Alemanha,Nigéria,12,bom,medio
12725,Alemanha,China,22,bom,medio
389415,China,Alemanha,22,ruim,medio
4239,Nigéria,China,19,bom,medio
9972,Alemanha,Alemanha,20,bom,medio
170244,EUA,Nigéria,6,medio,medio
152946,Alemanha,Brasil,20,medio,medio
55874,Nigéria,Alemanha,17,bom,medio
43192,EUA,EUA,11,ruim,medio
311082,Alemanha,Alemanha,23,ruim,medio
5592,Alemanha,EUA,3,bom,medio
19650,Brasil,Brasil,12,bom,medio
4698,Nigéria,Alemanha,19,bom,medio
661295,Brasil,Alemanha,15,medio,medio
334890,Alemanha,China,21,medio,alto
64963,China,EUA,20,ruim,medio
135206,EUA,China,22,medio,medio
171222,China,Nigéria,0,ruim,medio
460988,Nigéria,EUA,21,ruim,medio
22233,Nigéria,Brasil,21,bom,medio
94175,Nigéria,Brasil,19,ruim,medio
224939,China,Nigéria,15,ruim,medio
255176,EUA,Brasil,4,medio,medio
3062,EUA,Brasil,14,bom,baixo
750354,China,Alemanha,5,medio,medio
11235,Alemanha,Nigéria,20,bom,medio
390321,China,Alemanha,20,medio,medio
103042,Alemanha,EUA,6,medio,medio
7602,Nigéria,Nigéria,15,bom,medio
302195,Nigéria,Brasil,8,ruim,medio
6893,Nigéria,Nigéria,11,bom,medio
15085,EUA,Brasil,4,bom,medio
148525,EUA,Nigéria,7,ruim,medio
285362,Nigéria,Alemanha,3,ruim,medio
34583,Nigéria,Brasil,8,medio,medio
9054,EUA,Nigéria,23,bom,medio
269763,Alemanha,Nigéria,10,ruim,medio
2980,Brasil,Alemanha,0,bom,baixo
366986,Nigéria,Alemanha,0,ruim,medio
1441,Nigéria,China,23,bom,baixo
28583,China,China,7,bom,medio
163125,EUA,China,1,ruim,medio
11332,Brasil,EUA,15,bom,medio
12101,Alemanha,Alemanha,8,bom,medio
110026,Brasil,Nigéria,14,ruim,medio
351365,Brasil,EUA,22,medio,medio
4485,EUA,Nigéria,9,ruim,medio
539152,China,Brasil,1,medio,medio
172440,Alemanha,EUA,7,medio,medio
40020,Brasil,Nigéria,21,ruim,medio
91795,Alemanha,Alemanha,0,ruim,medio
129157,Nigéria,Alemanha,0,medio,medio
31653,Nigéria,China,20,ruim,medio
394297,China,Brasil,6,ruim,medio
9415,EUA,EUA,4,bom,medio
9274,Nigéria,Alemanha,23,bom,medio
3695,Nigéria,Nigéria,2,bom,baixo
181062,EUA,Brasil,11,medio,medio
139786,EUA,Alemanha,5,medio,medio
14536,Nigéria,Brasil,17,bom,medio
14459,Brasil,China,5,bom,medio
254935,China,Brasil,17,medio,medio
6508,Nigéria,Nigéria,17,bom,medio
38188,Brasil,Brasil,22,ruim,medio
7777,China,Brasil,11,bom,medio
19816,Nigéria,EUA,2,medio,medio
21454,Brasil,Brasil,10,bom,medio
38602,Brasil,EUA,23,bom,medio
110713,Nigéria,China,9,medio,medio
99279,Nigéria,Nigéria,13,medio,medio
419618,Alemanha,EUA,2,ruim,medio
16764,China,China,6,bom,medio
31119,Brasil,EUA,21,medio,medio
358050,China,Nigéria,12,ruim,medio
129240,Nigéria,EUA,20,medio,medio
52667,EUA,EUA,8,medio,medio
43333,China,Alemanha,15,bom,medio
19017,Brasil,Nigéria,0,bom,medio
3141,China,Nigéria,20,bom,baixo
246547,China,Alemanha,12,medio,medio
124721,Nigéria,China,11,medio,medio
535319,Brasil,EUA,1,medio,medio
43348,Alemanha,Nigéria,12,bom,medio
322298,Nigéria,EUA,3,ruim,medio
294704,Nigéria,Nigéria,20,medio,medio
24994,Brasil,Alemanha,17,medio,medio
69402,EUA,Brasil,14,ruim,medio
12705,Nigéria,EUA,6,bom,medio
671852,EUA,Nigéria,14,medio,medio
14205,Brasil,Nigéria,16,bom,medio
4459,Nigéria,China,22,bom,medio
144755,Brasil,EUA,16,medio,medio
580555,Brasil,Nigéria,23,medio,medio
59390,China,Nigéria,11,medio,medio
5921,Brasil,Nigéria,18,bom,medio
585,Alemanha,China,5,bom,baixo
150640,Nigéria,Brasil,11,medio,medio
104052,EUA,EUA,23,medio,medio
2958,Alemanha,Alemanha,13,bom,baixo
64768,Alemanha,China,20,medio,medio
22458,Alemanha,China,2,ruim,medio
1000812,Brasil,Brasil,1,medio,medio
41386,EUA,Nigéria,15,medio,medio
257099,Brasil,EUA,21,ruim,medio
455766,Alemanha,Alemanha,12,ruim,medio
223127,EUA,EUA,8,medio,medio
12424,Brasil,China,19,medio,medio
373287,EUA,Nigéria,3,medio,medio
9565220,China,Nigéria,21,medio,medio
6704,Nigéria,Alemanha,21,bom,medio
54160,China,China,7,medio,medio
8882,Brasil,China,1,bom,medio
413744,Alemanha,China,2,medio,medio
364183,Alemanha,Brasil,7,medio,medio
12087,Alemanha,Alemanha,10,bom,medio
10026,Brasil,Brasil,10,medio,medio
4484,China,China,16,bom,medio
24199,Brasil,Alemanha,23,medio,medio
6764,EUA,Alemanha,9,bom,medio
16340,Alemanha,China,18,bom,medio
12078,Nigéria,Brasil,2,bom,medio
287032,China,Nigéria,2,ruim,medio
12892,China,Brasil,10,bom,medio
186376,China,EUA,8,medio,medio
106055,Alemanha,Nigéria,22,medio,medio
107752,Brasil,China,1,ruim,medio
521385,EUA,Brasil,14,medio,medio
245207,EUA,EUA,20,ruim,medio
197749,China,Brasil,1,medio,medio
16916,Brasil,Brasil,1,bom,medio
2298,Nigéria,Nigéria,21,bom,baixo
21994,EUA,Alemanha,15,bom,medio
73932,Nigéria,Alemanha,11,medio,medio
25328,Brasil,China,10,bom,medio
14081,Alemanha,China,6,bom,medio
12851,Alemanha,EUA,8,bom,medio
8972,EUA,Nigéria,7,ruim,medio
1882,Alemanha,China,16,bom,baixo
227035,Alemanha,Alemanha,2,medio,medio
642083,Nigéria,Nigéria,22,medio,medio
6348,EUA,China,10,bom,medio
174852,Brasil,Alemanha,11,medio,medio
180318,China,China,18,ruim,medio
263797,EUA,Alemanha,4,ruim,medio
293391,Brasil,Brasil,20,medio,medio
